step time_fs KE_kcal_mol PE_kcal_mol TE_kcal_mol T_K Q_A Q_H Q_B f_pol r_AH
651 651.000000 6.8042939346 64.9450805318 71.7493744664 142.668901 -0.51054134 0.50000000 0.01054134 0.02108267 1.01328926
652 652.000000 6.7492661232 65.0011110318 71.7503771550 141.515106 -0.51085882 0.50000000 0.01085882 0.02171764 1.01983749
653 653.000000 6.6755977313 65.0775601426 71.7531578739 139.970466 -0.51120873 0.50000000 0.01120873 0.02241746 1.02673690
654 654.000000 6.5931272161 65.1633607086 71.7564879247 138.241267 -0.51150480 0.50000000 0.01150480 0.02300960 1.03233264
655 655.000000 6.5241239638 65.2344305815 71.7585545453 136.794442 -0.51167002 0.50000000 0.01167002 0.02334004 1.03536447
656 656.000000 6.4841199945 65.2741626534 71.7582826479 135.955660 -0.51166169 0.50000000 0.01166169 0.02332338 1.03521307
657 657.000000 6.4697230953 65.2861995163 71.7559226117 135.653793 -0.51148666 0.50000000 0.01148666 0.02297333 1.03199594
658 658.000000 6.4617477616 65.2911343128 71.7528820744 135.486571 -0.51119843 0.50000000 0.01119843 0.02239686 1.02653833
659 659.000000 6.4412886893 65.3095749244 71.7508636136 135.057595 -0.51087783 0.50000000 0.01087783 0.02175565 1.02022062
660 660.000000 6.4068600981 65.3437190262 71.7505791243 134.335715 -0.51060789 0.50000000 0.01060789 0.02121577 1.01468563
661 661.000000 6.3766609349 65.3744873716 71.7511483065 133.702514 -0.51045341 0.50000000 0.01045341 0.02090683 1.01142441
662 662.000000 6.3708716139 65.3803463323 71.7512179462 133.581127 -0.51044951 0.50000000 0.01044951 0.02089902 1.01134102
663 663.000000 6.3907306175 65.3599999985 71.7507306160 133.997520 -0.51059725 0.50000000 0.01059725 0.02119449 1.01446327
664 664.000000 6.4176152643 65.3333772113 71.7509924756 134.561223 -0.51086362 0.50000000 0.01086362 0.02172725 1.01993444
665 665.000000 6.4330421582 65.3199077247 71.7529498830 134.884686 -0.51118556 0.50000000 0.01118556 0.02237112 1.02628979
666 666.000000 6.4370823954 65.3189044148 71.7559868101 134.969400 -0.51148082 0.50000000 0.01148082 0.02296164 1.03188726
667 667.000000 6.4474651141 65.3109766276 71.7584417417 135.187099 -0.51166781 0.50000000 0.01166781 0.02333563 1.03532440
668 668.000000 6.4832713403 65.2756059500 71.7588772903 135.937866 -0.51169051 0.50000000 0.01169051 0.02338102 1.03573604
669 669.000000 6.5487759884 65.2081862433 71.7569622316 137.311333 -0.51153828 0.50000000 0.01153828 0.02307656 1.03295213
670 670.000000 6.6295047293 65.1241698340 71.7536745633 139.004012 -0.51125016 0.50000000 0.01125016 0.02250031 1.02753277
671 671.000000 6.7033852449 65.0473997522 71.7507849971 140.553100 -0.51090082 0.50000000 0.01090082 0.02180165 1.02068283
672 672.000000 6.7596009847 64.9900105991 71.7496115839 141.731802 -0.51057620 0.50000000 0.01057620 0.02115239 1.01402233
673 673.000000 6.8089513338 64.9408922762 71.7498436101 142.766555 -0.51035006 0.50000000 0.01035006 0.02070012 1.00920264
674 674.000000 6.8727757442 64.8771861105 71.7499618547 144.104792 -0.51026896 0.50000000 0.01026896 0.02053791 1.00743615
675 675.000000 6.9589221861 64.7903103922 71.7492325783 145.911066 -0.51034540 0.50000000 0.01034540 0.02069080 1.00910169
676 676.000000 7.0514046464 64.6973370174 71.7487416638 147.850190 -0.51055640 0.50000000 0.01055640 0.02111279 1.01360636
677 677.000000 7.1267248478 64.6232331529 71.7499580008 149.429465 -0.51084589 0.50000000 0.01084589 0.02169177 1.01957623
678 678.000000 7.1782866580 64.5745383554 71.7528250134 150.510586 -0.51113368 0.50000000 0.01113368 0.02226735 1.02528381
679 679.000000 7.2227892135 64.5329018579 71.7556910715 151.443692 -0.51133391 0.50000000 0.01133391 0.02266782 1.02912886
680 680.000000 7.2846195490 64.4720836758 71.7567032248 152.740119 -0.51138115 0.50000000 0.01138115 0.02276229 1.03002151
681 681.000000 7.3746674645 64.3804492860 71.7551167506 154.628197 -0.51125422 0.50000000 0.01125422 0.02250843 1.02761053
682 682.000000 7.4811696228 64.2706210861 71.7517907089 156.861279 -0.51098491 0.50000000 0.01098491 0.02196983 1.02236086
683 683.000000 7.5796136613 64.1690956524 71.7487093137 158.925402 -0.51064617 0.50000000 0.01064617 0.02129233 1.01548308
684 684.000000 7.6547356637 64.0927610516 71.7474967153 160.500521 -0.51032645 0.50000000 0.01032645 0.02065290 1.00869050
685 685.000000 7.7150152536 64.0328628911 71.7478781447 161.764432 -0.51010369 0.50000000 0.01010369 0.02020737 1.00377241
686 686.000000 7.7822156572 63.9658530833 71.7480687405 163.173456 -0.51002774 0.50000000 0.01002774 0.02005549 1.00205920
687 687.000000 7.8643756132 63.8828258682 71.7472014814 164.896143 -0.51011244 0.50000000 0.01011244 0.02022488 1.00396869
688 688.000000 7.9441138349 63.8024922971 71.7466061319 166.568052 -0.51033365 0.50000000 0.01033365 0.02066731 1.00884693
689 689.000000 7.9979357714 63.7500702942 71.7480060655 167.696563 -0.51063202 0.50000000 0.01063202 0.02126405 1.01518897
690 690.000000 8.0235695828 63.7276527878 71.7512223706 168.234039 -0.51092310 0.50000000 0.01092310 0.02184620 1.02112916
691 691.000000 8.0444602608 63.7097838138 71.7542440747 168.672064 -0.51111825 0.50000000 0.01111825 0.02223650 1.02498335
692 692.000000 8.0890172152 63.6659989517 71.7550161669 169.606311 -0.51115350 0.50000000 0.01115350 0.02230700 1.02566900
693 693.000000 8.1662194843 63.5867412090 71.7529606932 171.225048 -0.51101417 0.50000000 0.01101417 0.02202834 1.02294026
694 694.000000 8.2582726329 63.4911041180 71.7493767510 173.155171 -0.51074116 0.50000000 0.01074116 0.02148232 1.01744387
695 695.000000 8.3360212545 63.4105540086 71.7465752631 174.785364 -0.51041478 0.50000000 0.01041478 0.02082956 1.01059771
696 696.000000 8.3848587793 63.3610987212 71.7459575004 175.809363 -0.51012588 0.50000000 0.01012588 0.02025177 1.00426958
697 697.000000 8.4163850185 63.3302322421 71.7466172605 176.470389 -0.50994918 0.50000000 0.00994918 0.01989836 1.00026669
698 698.000000 8.4509480081 63.2956328756 71.7465808837 177.195088 -0.50992700 0.50000000 0.00992700 0.01985399 0.99975678
699 699.000000 8.4897343181 63.2558733706 71.7456076887 178.008339 -0.51006275 0.50000000 0.01006275 0.02012549 1.00285121
700 700.000000 8.5117882656 63.2337951542 71.7455834198 178.470755 -0.51032033 0.50000000 0.01032033 0.02064066 1.00855749
701 701.000000 8.5005930351 63.2472832922 71.7478763273 178.236019 -0.51062910 0.50000000 0.01062910 0.02125820 1.01512807
702 702.000000 8.4669599831 63.2845066958 71.7514666789 177.530819 -0.51089820 0.50000000 0.01089820 0.02179639 1.02063008
703 703.000000 8.4422110453 63.3117129804 71.7539240256 177.011896 -0.51104237 0.50000000 0.01104237 0.02208475 1.02349672
704 704.000000 8.4509372626 63.3025712544 71.7535085170 177.194863 -0.51101256 0.50000000 0.01101256 0.02202512 1.02290844
705 705.000000 8.4899376298 63.2604979662 71.7504355961 178.012602 -0.51081594 0.50000000 0.01081594 0.02163188 1.01896956
706 706.000000 8.5309034323 63.2158549670 71.7467583993 178.871552 -0.51051310 0.50000000 0.01051310 0.02102620 1.01269284
707 707.000000 8.5450272037 63.1998098625 71.7448370662 179.167692 -0.51019398 0.50000000 0.01019398 0.02038795 1.00578480
708 708.000000 8.5285031165 63.2166670878 71.7451702044 178.821223 -0.50994698 0.50000000 0.00994698 0.01989395 1.00021612
709 709.000000 8.5023082726 63.2436322916 71.7459405642 178.271983 -0.50983536 0.50000000 0.00983536 0.01967073 0.99763265
710 710.000000 8.4841116922 63.2614088616 71.7455205538 177.890447 -0.50988532 0.50000000 0.00988532 0.01977064 0.99879428
711 711.000000 8.4657286601 63.2790807738 71.7448094339 177.505001 -0.51008246 0.50000000 0.01008246 0.02016491 1.00329536
712 712.000000 8.4251889452 63.3207202636 71.7459092088 176.654985 -0.51037369 0.50000000 0.01037369 0.02074738 1.00971344
713 713.000000 8.3572640691 63.3918877612 71.7491518303 175.230772 -0.51067629 0.50000000 0.01067629 0.02135259 1.01610770
714 714.000000 8.2842813259 63.4682624300 71.7525437560 173.700508 -0.51089809 0.50000000 0.01089809 0.02179619 1.02062804
715 715.000000 8.2366294029 63.5170663953 71.7536957982 172.701367 -0.51096735 0.50000000 0.01096735 0.02193470 1.02201194
716 716.000000 8.2252093512 63.5265474644 71.7517568156 172.461917 -0.51086053 0.50000000 0.01086053 0.02172106 1.01987200
717 717.000000 8.2314195973 63.5165907575 71.7480103548 172.592130 -0.51061213 0.50000000 0.01061213 0.02122426 1.01477421
718 718.000000 8.2230701914 63.5219073086 71.7449775000 172.417064 -0.51030019 0.50000000 0.01030019 0.02060038 1.00811881
719 719.000000 8.1834010954 63.5609260098 71.7443271052 171.585303 -0.51001681 0.50000000 0.01001681 0.02003363 1.00181107
720 720.000000 8.1258178176 63.6194307598 71.7452485774 170.377927 -0.50983976 0.50000000 0.00983976 0.01967952 0.99773519
721 721.000000 8.0764150984 63.6691863732 71.7456014717 169.342077 -0.50981483 0.50000000 0.00981483 0.01962967 0.99715277
722 722.000000 8.0423387791 63.7025706959 71.7449094750 168.627582 -0.50994889 0.50000000 0.00994889 0.01989779 1.00026013
723 723.000000 8.0045990479 63.7403998097 71.7449988576 167.836275 -0.51020920 0.50000000 0.01020920 0.02041841 1.00612163
724 724.000000 7.9436430029 63.8037009149 71.7473439179 166.558180 -0.51052823 0.50000000 0.01052823 0.02105646 1.01301273
725 725.000000 7.8644926973 63.8865371276 71.7510298249 164.898598 -0.51081722 0.50000000 0.01081722 0.02163444 1.01899559
726 726.000000 7.7929501086 63.9607099354 71.7536600440 163.398530 -0.51099085 0.50000000 0.01099085 0.02198170 1.02247858
727 727.000000 7.7505110197 64.0029655521 71.7534765717 162.508689 -0.51099693 0.50000000 0.01099693 0.02199386 1.02259911
728 728.000000 7.7342449889 64.0163664714 71.7506114602 162.167631 -0.51083695 0.50000000 0.01083695 0.02167390 1.01939549
729 729.000000 7.7188546713 64.0281120395 71.7469667108 161.844935 -0.51056510 0.50000000 0.01056510 0.02113020 1.01378937
730 730.000000 7.6791677823 64.0656658557 71.7448336380 161.012801 -0.51026660 0.50000000 0.01026660 0.02053320 1.00738455
731 731.000000 7.6139915750 64.1309355891 71.7449271641 159.646220 -0.51002840 0.50000000 0.01002840 0.02005680 1.00207406
732 732.000000 7.5469891120 64.1987889216 71.7457780336 158.241348 -0.50991587 0.50000000 0.00991587 0.01983174 0.99950040
733 733.000000 7.5005240011 64.2452205073 71.7457445084 157.267091 -0.50996050 0.50000000 0.00996050 0.01992101 1.00052632
734 734.000000 7.4708662143 64.2744256995 71.7452919139 156.645242 -0.51015596 0.50000000 0.01015596 0.02031192 1.00494066
735 735.000000 7.4342398062 64.3120391262 71.7462789324 155.877279 -0.51045907 0.50000000 0.01045907 0.02091814 1.01154503
736 736.000000 7.3751000741 64.3742579163 71.7493579905 154.637267 -0.51079642 0.50000000 0.01079642 0.02159284 1.01857286
737 737.000000 7.3027467505 64.4503147063 71.7530614567 153.120201 -0.51108004 0.50000000 0.01108004 0.02216008 1.02423658
738 738.000000 7.2408938903 64.5143009895 71.7551948798 151.823302 -0.51123249 0.50000000 0.01123249 0.02246497 1.02719380
739 739.000000 7.2048196766 64.5497252445 71.7545449210 151.066917 -0.51121365 0.50000000 0.01121365 0.02242729 1.02683156
740 740.000000 7.1878915021 64.5637112692 71.7516027713 150.711975 -0.51103586 0.50000000 0.01103586 0.02207172 1.02336835
741 741.000000 7.1676016138 64.5806133066 71.7482149204 150.286548 -0.51075857 0.50000000 0.01075857 0.02151714 1.01780050
742 742.000000 7.1261638860 64.6201443452 71.7463082312 149.417703 -0.51046606 0.50000000 0.01046606 0.02093212 1.01169404
743 743.000000 7.0684901859 64.6778313175 71.7463215034 148.208431 -0.51024064 0.50000000 0.01024064 0.02048128 1.00681464
744 744.000000 7.0188789551 64.7280580064 71.7469369615 147.168208 -0.51014252 0.50000000 0.01014252 0.02028504 1.00464115
745 745.000000 6.9966152830 64.7502638654 71.7468791484 146.701395 -0.51019946 0.50000000 0.01019946 0.02039892 1.00590617
746 746.000000 6.9960094992 64.7506621183 71.7466716175 146.688693 -0.51040353 0.50000000 0.01040353 0.02080706 1.01035610
747 747.000000 6.9938169606 64.7540731333 71.7478900939 146.642721 -0.51071210 0.50000000 0.01071210 0.02142420 1.01684675
748 748.000000 6.9746687415 64.7763473109 71.7510160524 146.241231 -0.51105391 0.50000000 0.01105391 0.02210781 1.02372361
749 749.000000 6.9459075549 64.8088159381 71.7547234929 145.638182 -0.51134336 0.50000000 0.01134336 0.02268673 1.02930797
750 750.000000 6.9292227816 64.8278030559 71.7570258375 145.288344 -0.51150367 0.50000000 0.01150367 0.02300735 1.03231175
751 751.000000 6.9408710263 64.8158318968 71.7567029230 145.532578 -0.51149209 0.50000000 0.01149209 0.02298417 1.03209666
752 752.000000 6.9784331855 64.7755484406 71.7539816261 146.320162 -0.51131549 0.50000000 0.01131549 0.02263098 1.02877937
753 753.000000 7.0234516051 64.7269358849 71.7503874900 147.264085 -0.51102765 0.50000000 0.01102765 0.02205530 1.02320645
754 754.000000 7.0578263026 64.6899798524 71.7478061551 147.984836 -0.51070973 0.50000000 0.01070973 0.02141947 1.01679798
755 755.000000 7.0813420306 64.6657241024 71.7470661330 148.477901 -0.51044486 0.50000000 0.01044486 0.02088972 1.01124175
756 756.000000 7.1132580338 64.6340324756 71.7472905094 149.147100 -0.51029743 0.50000000 0.01029743 0.02059486 1.00805870
757 757.000000 7.1730093583 64.5741265588 71.7471359172 150.399934 -0.51030156 0.50000000 0.01030156 0.02060312 1.00814872
758 758.000000 7.2587564702 64.4879088015 71.7466652716 152.197835 -0.51045675 0.50000000 0.01045675 0.02091350 1.01149558
759 759.000000 7.3483627943 64.3989323724 71.7472951667 154.076654 -0.51072789 0.50000000 0.01072789 0.02145579 1.01717152
760 760.000000 7.4220456822 64.3278304205 71.7498761026 155.621599 -0.51104965 0.50000000 0.01104965 0.02209929 1.02363986
761 761.000000 7.4814059609 64.2720907406 71.7534967015 156.866234 -0.51133832 0.50000000 0.01133832 0.02267664 1.02921243
762 762.000000 7.5466835978 64.2095106277 71.7561942255 158.234942 -0.51151297 0.50000000 0.01151297 0.02302594 1.03248403
763 763.000000 7.6381290309 64.1182770030 71.7564060339 160.152322 -0.51152120 0.50000000 0.01152120 0.02304241 1.03263648
764 764.000000 7.7590545663 63.9948665407 71.7539211070 162.687826 -0.51135842 0.50000000 0.01135842 0.02271683 1.02959266
765 765.000000 7.8932418593 63.8567744750 71.7500163344 165.501395 -0.51106988 0.50000000 0.01106988 0.02213975 1.02403729
766 766.000000 8.0185201573 63.7281980474 71.7467182047 168.128166 -0.51073427 0.50000000 0.01073427 0.02146854 1.01730252
767 767.000000 8.1265066472 63.6188064642 71.7453131114 170.392370 -0.51043796 0.50000000 0.01043796 0.02087592 1.01109420
768 768.000000 8.2301733484 63.5150775076 71.7452508561 172.566000 -0.51025187 0.50000000 0.01025187 0.02050374 1.00706142
769 769.000000 8.3484842950 63.3965342921 71.7450185871 175.046682 -0.51021744 0.50000000 0.01021744 0.02043487 1.00630337
770 770.000000 8.4825278566 63.2617829741 71.7443108307 177.857238 -0.51034069 0.50000000 0.01034069 0.02068138 1.00899960
771 771.000000 8.6114159854 63.1331288171 71.7445448025 180.559697 -0.51059138 0.50000000 0.01059138 0.02118275 1.01434042
772 772.000000 8.7141233196 63.0327943923 71.7469177119 182.713211 -0.51090643 0.50000000 0.01090643 0.02181287 1.02079537
773 773.000000 8.7921748503 62.9585425794 71.7507174297 184.349755 -0.51120107 0.50000000 0.01120107 0.02240213 1.02658913
774 774.000000 8.8693346230 62.8844813216 71.7538159446 185.967601 -0.51138992 0.50000000 0.01138992 0.02277983 1.03018663
775 775.000000 8.9711528368 62.7831791057 71.7543319425 188.102473 -0.51141456 0.50000000 0.01141456 0.02282912 1.03064958
776 776.000000 9.1041533307 62.6477087742 71.7518621049 190.891158 -0.51126548 0.50000000 0.01126548 0.02253096 1.02782610
777 777.000000 9.2508658876 62.4968668607 71.7477327483 193.967351 -0.51098617 0.50000000 0.01098617 0.02197234 1.02238576
778 778.000000 9.3841177808 62.3600648997 71.7441826805 196.761307 -0.51065662 0.50000000 0.01065662 0.02131324 1.01570013
779 779.000000 9.4896226883 62.2530336917 71.7426563800 198.973479 -0.51036592 0.50000000 0.01036592 0.02073184 1.00954564
780 780.000000 9.5759174520 62.1666420497 71.7425595017 200.782863 -0.51018725 0.50000000 0.01018725 0.02037449 1.00563568
781 781.000000 9.6592149946 62.0830608538 71.7422758485 202.529403 -0.51016263 0.50000000 0.01016263 0.02032527 1.00508920
782 782.000000 9.7390978877 62.0024760647 71.7415739524 204.204346 -0.51029666 0.50000000 0.01029666 0.02059332 1.00804186
783 783.000000 9.7955977943 61.9464322154 71.7420300097 205.389006 -0.51055559 0.50000000 0.01055559 0.02111119 1.01358950
784 784.000000 9.8125912235 61.9321946564 71.7447858799 205.745316 -0.51087158 0.50000000 0.01087158 0.02174315 1.02009472
785 785.000000 9.7992122873 61.9496211298 71.7488334171 205.464793 -0.51115533 0.50000000 0.01115533 0.02231065 1.02570441
786 786.000000 9.7853777997 61.9663948070 71.7517726067 205.174719 -0.51131985 0.50000000 0.01131985 0.02263971 1.02886224
787 787.000000 9.7975784507 61.9541183692 71.7516968199 205.430536 -0.51130995 0.50000000 0.01130995 0.02261990 1.02867405
788 788.000000 9.8375718705 61.9108928468 71.7484647173 206.269097 -0.51112385 0.50000000 0.01112385 0.02224771 1.02509255
789 789.000000 9.8806960773 61.8631330782 71.7438291556 207.173303 -0.51081424 0.50000000 0.01081424 0.02162849 1.01893513
790 790.000000 9.8954433388 61.8448773443 71.7403206832 207.482516 -0.51046774 0.50000000 0.01046774 0.02093549 1.01172992
791 791.000000 9.8693874685 61.8698402358 71.7392277043 206.936190 -0.51017504 0.50000000 0.01017504 0.02035007 1.00536484
792 792.000000 9.8169289228 61.9225616568 71.7394905796 205.836266 -0.51000581 0.50000000 0.01000581 0.02001163 1.00156091
793 793.000000 9.7585990886 61.9807399584 71.7393390470 204.613237 -0.50999483 0.50000000 0.00999483 0.01998966 1.00131075
794 794.000000 9.6952448224 62.0436561747 71.7389009971 203.284857 -0.51013700 0.50000000 0.01013700 0.02027401 1.00451805
795 795.000000 9.6098182529 62.1301620892 71.7399803422 201.493677 -0.51038806 0.50000000 0.01038806 0.02077611 1.01002318
796 796.000000 9.4941705342 62.2491491066 71.7433196408 199.068836 -0.51067131 0.50000000 0.01067131 0.02134262 1.01600459
797 797.000000 9.3663702064 62.3808921334 71.7472623399 196.389185 -0.51089474 0.50000000 0.01089474 0.02178947 1.02056062
798 798.000000 9.2584963571 62.4906636185 71.7491599756 194.127342 -0.51097893 0.50000000 0.01097893 0.02195786 1.02224206
799 799.000000 9.1890277732 62.5584915607 71.7475193339 192.670761 -0.51088699 0.50000000 0.01088699 0.02177398 1.02040496
800 800.000000 9.1463663606 62.5967533548 71.7431197154 191.776259 -0.51064023 0.50000000 0.01064023 0.02128046 1.01535968
801 801.000000 9.0982772430 62.6403041440 71.7385813870 190.767951 -0.51030947 0.50000000 0.01030947 0.02061893 1.00832102
802 802.000000 9.0209624376 62.7154094277 71.7363718653 189.146855 -0.50998739 0.50000000 0.00998739 0.01997478 1.00114113
803 803.000000 8.9217265648 62.8148105055 71.7365370703 187.066128 -0.50975797 0.50000000 0.00975797 0.01951595 0.99581591
804 804.000000 8.8292957422 62.9076487970 71.7369445392 185.128087 -0.50967545 0.50000000 0.00967545 0.01935089 0.99385503
805 805.000000 8.7596141882 62.9767941573 71.7364083455 183.667040 -0.50975491 0.50000000 0.00975491 0.01950983 0.99574362
806 806.000000 8.6984042017 63.0380148613 71.7364190630 182.383621 -0.50997052 0.50000000 0.00997052 0.01994104 1.00075566
807 807.000000 8.6224227076 63.1164051002 71.7388278078 180.790481 -0.51025912 0.50000000 0.01025912 0.02051823 1.00722044
808 808.000000 8.5307824535 63.2122364261 71.7430188796 178.869015 -0.51053248 0.50000000 0.01053248 0.02106496 1.01310241
809 809.000000 8.4481822712 63.2980996158 71.7462818870 177.137098 -0.51070150 0.50000000 0.01070150 0.02140300 1.01662835
810 810.000000 8.3995479847 63.3467195524 71.7462675371 176.117359 -0.51070764 0.50000000 0.01070764 0.02141529 1.01675494
811 811.000000 8.3847663345 63.3580568655 71.7428232000 175.807425 -0.51054689 0.50000000 0.01054689 0.02109378 1.01340628
812 812.000000 8.3775418226 63.3605787970 71.7381206197 175.655945 -0.51027137 0.50000000 0.01027137 0.02054274 1.00748908
813 813.000000 8.3499376113 63.3850956359 71.7350332472 175.077155 -0.50996757 0.50000000 0.00996757 0.01993513 1.00068808
814 814.000000 8.3007088132 63.4339084568 71.7346172700 174.044951 -0.50972486 0.50000000 0.00972486 0.01944972 0.99503203
815 815.000000 8.2569202385 63.4783240315 71.7352442700 173.126815 -0.50961005 0.50000000 0.00961005 0.01922009 0.99228359
816 816.000000 8.2430167398 63.4920467986 71.7350635384 172.835293 -0.50965391 0.50000000 0.00965391 0.01930782 0.99333930
817 817.000000 8.2523236115 63.4824250924 71.7347487039 173.030435 -0.50984701 0.50000000 0.00984701 0.01969403 0.99790431
818 818.000000 8.2563925289 63.4800412715 71.7364338004 173.115750 -0.51014110 0.50000000 0.01014110 0.02028219 1.00460937
819 819.000000 8.2391639834 63.5013456683 71.7405096517 172.754511 -0.51045720 0.50000000 0.01045720 0.02091439 1.01150508
820 820.000000 8.2138166745 63.5309904717 71.7448071462 172.223041 -0.51070448 0.50000000 0.01070448 0.02140895 1.01668969
821 821.000000 8.2066531379 63.5399582408 71.7466113787 172.072840 -0.51080905 0.50000000 0.01080905 0.02161811 1.01882971
822 822.000000 8.2294851331 63.5153349794 71.7448201125 172.551570 -0.51074207 0.50000000 0.01074207 0.02148414 1.01746247
823 823.000000 8.2678587565 63.4727878916 71.7406466481 173.356168 -0.51053140 0.50000000 0.01053140 0.02106280 1.01307962
824 824.000000 8.2947382615 63.4419997689 71.7367380303 173.919763 -0.51024964 0.50000000 0.01024964 0.02049929 1.00701255
825 825.000000 8.2976227284 63.4374801477 71.7351028761 173.980243 -0.50998632 0.50000000 0.00998632 0.01997263 1.00111659
826 826.000000 8.2928345098 63.4425563897 71.7353908995 173.879846 -0.50981975 0.50000000 0.00981975 0.01963950 0.99726788
827 827.000000 8.3089110428 63.4268195455 71.7357305883 174.216931 -0.50979898 0.50000000 0.00979898 0.01959795 0.99678111
828 828.000000 8.3546866030 63.3808340985 71.7355207014 175.176729 -0.50993601 0.50000000 0.00993601 0.01987202 0.99996417
829 829.000000 8.4094976900 63.3268210619 71.7363187519 176.325979 -0.51020460 0.50000000 0.01020460 0.02040920 1.00601981
830 830.000000 8.4470839546 63.2924420070 71.7395259616 177.114069 -0.51054384 0.50000000 0.01054384 0.02108768 1.01334199
831 831.000000 8.4634540658 63.2808379796 71.7442920454 177.457309 -0.51086946 0.50000000 0.01086946 0.02173892 1.02005211
832 832.000000 8.4786290587 63.2695256038 71.7481546625 177.775490 -0.51109548 0.50000000 0.01109548 0.02219096 1.02453879
833 833.000000 8.5153442245 63.2337151484 71.7490593728 178.545315 -0.51116223 0.50000000 0.01116223 0.02232446 1.02583826
834 834.000000 8.5781614658 63.1685387019 71.7467001677 179.862434 -0.51105860 0.50000000 0.01105860 0.02211719 1.02381583
835 835.000000 8.6504060264 63.0922044750 71.7426105014 181.377220 -0.51082599 0.50000000 0.01082599 0.02165199 1.01917355
836 836.000000 8.7102282171 63.0289129512 71.7391411684 182.631541 -0.51054185 0.50000000 0.01054185 0.02108371 1.01330016
837 837.000000 8.7523310927 62.9854019937 71.7377330864 183.514332 -0.51029273 0.50000000 0.01029273 0.02058547 1.00795613
838 838.000000 8.7945944981 62.9432506383 71.7378451364 184.400489 -0.51015020 0.50000000 0.01015020 0.02030040 1.00481235
839 839.000000 8.8599757623 62.8780479594 71.7380237216 185.771370 -0.51015638 0.50000000 0.01015638 0.02031275 1.00494994
840 840.000000 8.9512656427 62.7868192438 71.7380848865 187.685488 -0.51031816 0.50000000 0.01031816 0.02063631 1.00851015
841 841.000000 9.0477321888 62.6916843850 71.7394165737 189.708149 -0.51060653 0.50000000 0.01060653 0.02121307 1.01465738
842 842.000000 9.1275624017 62.6154125113 71.7429749129 191.381987 -0.51096029 0.50000000 0.01096029 0.02192059 1.02187152
843 843.000000 9.1899547414 62.5578471420 71.7478018835 192.690197 -0.51129678 0.50000000 0.01129678 0.02259356 1.02842340
844 844.000000 9.2548190311 62.4968723453 71.7516913765 194.050238 -0.51153201 0.50000000 0.01153201 0.02306402 1.03283633
845 845.000000 9.3443880036 62.4084165319 71.7528045355 195.928274 -0.51160657 0.50000000 0.01160657 0.02321313 1.03420753
846 846.000000 9.4652358331 62.2854990321 71.7507348652 198.462148 -0.51150655 0.50000000 0.01150655 0.02301310 1.03236510
847 847.000000 9.6041121667 62.1425446917 71.7466568585 201.374035 -0.51126860 0.50000000 0.01126860 0.02253719 1.02788568
848 848.000000 9.7395185975 62.0031217863 71.7426403838 204.213167 -0.51096607 0.50000000 0.01096607 0.02193213 1.02198638
849 849.000000 9.8602578703 61.8800383842 71.7402962545 206.744765 -0.51068452 0.50000000 0.01068452 0.02136905 1.01627791
850 850.000000 9.9749228610 61.7647084483 71.7396313093 209.149001 -0.51049828 0.50000000 0.01049828 0.02099655 1.01237880
851 851.000000 10.1011469620 61.6383387797 71.7394857417 211.795603 -0.51045516 0.50000000 0.01045516 0.02091031 1.01146158
852 852.000000 10.2438549650 61.4954920586 71.7393470236 214.787830 -0.51056970 0.50000000 0.01056970 0.02113941 1.01388605
853 853.000000 10.3869326955 61.3532469471 71.7401796426 217.787809 -0.51082154 0.50000000 0.01082154 0.02164308 1.01908323
854 854.000000 10.5087449898 61.2343211322 71.7430661221 220.341906 -0.51115751 0.50000000 0.01115751 0.02231503 1.02574683
855 855.000000 10.6039618233 61.1436028332 71.7475646565 222.338363 -0.51149966 0.50000000 0.01149966 0.02299932 1.03223728
856 856.000000 10.6889093807 61.0628645691 71.7517739498 224.119500 -0.51176193 0.50000000 0.01176193 0.02352386 1.03702398
857 857.000000 10.7876698279 60.9659968950 71.7536667228 226.190257 -0.51187438 0.50000000 0.01187438 0.02374876 1.03902872
858 858.000000 10.9131480223 60.8391399284 71.7522879507 228.821219 -0.51180662 0.50000000 0.01180662 0.02361323 1.03782396
859 859.000000 11.0574272191 60.6907901131 71.7482173323 231.846390 -0.51157893 0.50000000 0.01157893 0.02315785 1.03370071
860 860.000000 11.1971837271 60.5460968511 71.7432805782 234.776732 -0.51125485 0.50000000 0.01125485 0.02250969 1.02762261
861 861.000000 11.3105573696 60.4289413606 71.7394987301 237.153892 -0.51091933 0.50000000 0.01091933 0.02183867 1.02105384
862 862.000000 11.3929340524 60.3447631703 71.7376972228 238.881123 -0.51065377 0.50000000 0.01065377 0.02130753 1.01564086
863 863.000000 11.4565882731 60.2805084129 71.7370966860 240.215792 -0.51051715 0.50000000 0.01051715 0.02103429 1.01277843
864 864.000000 11.5127050416 60.2239894724 71.7366945140 241.392419 -0.51053625 0.50000000 0.01053625 0.02107250 1.01318201
865 865.000000 11.5553351746 60.1814982312 71.7368334058 242.286266 -0.51070226 0.50000000 0.01070226 0.02140451 1.01664393
866 866.000000 11.5670820060 60.1716396158 71.7387216218 242.532567 -0.51097146 0.50000000 0.01097146 0.02194293 1.02209372
867 867.000000 11.5403594242 60.2022046089 71.7425640331 241.972262 -0.51127115 0.50000000 0.01127115 0.02254230 1.02793446
